"Tyrell Biggs",Pittsburgh,BE,34,57.9,113.9,13.7,55.3,56.37,9.8,10.8,4.9,18.7,22,34,0.647,72,136,0.529,18,43,0.419,2.1,1,19,Sr,6-8,,2.05143,109.082,3.9,2009,22,all,83.4,0.68573928,,,,,,,,,,,100.266,94.3229,2.64074,127.819,6.36771,4.08826,2.27945,3.52291,23.8235,1.96526,1.55765,2.0000,2.2941,4.2941,0.7059,0.4118,0.4706,6.4706,,3.14112
"Alex Hornat",Connecticut,BE,2,0.1,0,28.9,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Jr,6-5,,-0.303641,-3.23768,0,2009,25,all,,0.00000000,,,,,,,,,,,105.336,117.206,0.0314418,0.183625,-25.2791,-27.0595,1.78039,-31.9367,1.0000,-25.3277,-6.60901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0
"Simon Harris","North Carolina St.",ACC,19,18.4,95.1,8.2,45.2,48.39,6.9,12.9,3.8,26.3,5,8,0.625,8,16,0.5,1,5,0.2,1.3,0.8,38.1,Sr,6-5,,-0.2474,78.1524,4.3,2009,26,all,,0.62502973,,,,,,,,,,,106.336,105.571,0.837378,34.3618,0.188398,0.164282,0.0241155,-2.40273,11.7368,-2.79075,0.388021,0.6316,1.3684,2.0000,0.2632,0.1579,0.1579,1.2632,,1.34027
"Gary Wilkinson","Utah St.",WAC,34,79.9,124.8,24,57.9,63.97,7.2,18.9,8.5,13,162,195,0.831,197,337,0.585,6,19,0.316,1.3,0.9,54.8,Sr,6-9,,5.19429,131.088,2.3,2009,27,all,,0.79246854,,,,,,,,,,,100.223,99.2109,3.00156,184.235,2.81269,3.63873,-0.82604,5.36295,32.2059,5.59636,-0.233409,1.6765,4.9706,6.6471,1.2353,0.4706,0.3824,16.8824,,1.11986
"Tawrence Walton","Chicago St.",ind,30,67.3,102.1,15.1,49.7,54.46,9.4,14.4,7.2,24.6,62,90,0.689,67,140,0.479,9,22,0.409,1.9,1.8,55.6,Sr,6-5,,0.680884,91.5509,3.7,2009,28,all,,0.63792477,,,,,,,,,,,106.546,111.512,1.37565,147.075,-2.93957,-1.01175,-1.92782,-3.58199,27.5000,-1.26671,-2.31528,2.5000,3.5000,6.0000,1.2333,0.9333,0.5000,7.4333,,1.4559
"Garrett Temple",LSU,SEC,35,75.2,104.4,15.9,43.1,49.61,4.8,11.7,21.3,23.4,66,82,0.805,47,116,0.405,29,94,0.309,2.3,3.3,39,Sr,6-6,,1.70177,100.576,3.7,2009,29,all,64.0,2.00000000,,,,,,,,,,,95.5957,92.8183,3.49024,206.993,5.29554,2.55868,2.73686,3.86154,30.2857,0.740255,3.12129,1.3143,3.2286,4.5429,3.8286,1.7143,0.6857,7.0571,,5.199
"Carlos Strong","Boston University",AE,12,16.6,113.6,19.9,57.8,59.12,10.8,10.7,11.3,18.2,10,15,0.667,17,32,0.531,11,26,0.423,1.6,0.9,25.9,Jr,6-3,,1.67063,112.621,4.8,2009,32,all,3.2,0.83329999,,,,,,,,,,,103.592,104.111,1.3054,30.6622,0.168302,2.11093,-1.94263,1.20714,17.3333,2.49666,-1.28952,1.5833,1.5833,3.1667,0.8333,0.2500,0.2500,6.4167,,7.84619
"Sherrod Smith","Boston University",AE,10,2.8,116.9,10.3,50,65.73,0,13.4,5.4,17.4,5,7,0.714,1,2,0.5,0,0,0,0,3.6,350,Jr,6-4,,0.165818,98.0908,1.1,2009,33,all,,1.00000000,,,,,,,,,,,97.7412,101.353,0.29885,6.64928,-1.73327,-2.1235,0.39023,1.92673,3.5000,-0.668768,2.5955,0.0000,0.4000,0.4000,0.1000,0.2000,0.0000,0.7000,,0
"Eulis Stephens",Detroit,Horz,26,55.5,91.2,20.2,43.4,47.74,2.4,10.9,10.7,18.9,45,63,0.714,60,133,0.451,15,57,0.263,1.3,1.8,33.2,Jr,6-4,,0.707193,92.4962,3,2009,34,all,,0.67500811,,,,,,,,,,,103.434,102.576,2.03594,100.76,-2.03024,-1.93544,-0.0948045,-1.32666,24.8846,-1.20013,-0.126528,0.4615,2.0769,2.5385,1.0385,0.7308,0.2692,8.0769,,5.44915
"Scott Brittain","Boston University",AE,27,52.1,100.4,19.5,47,52.28,9.3,14.6,7.2,19.7,61,91,0.67,70,149,0.47,0,0,0,4.4,1.6,61.1,Jr,6-9,,1.11001,98.0255,5.3,2009,36,all,16.2,0.52500844,,,,,,,,,,,98.793,101.123,2.02853,118.696,-1.30176,-2.27294,0.971185,-2.68634,24.1111,-2.7556,0.0692619,1.8889,3.0000,4.8889,0.7778,0.6296,0.9259,7.4444,,0
"Brett Gifford",Albany,AE,31,45.7,92.1,9.3,53.8,55.91,7.6,17.6,2.4,33.3,8,10,0.8,35,65,0.538,0,0,0,5.2,0.7,15.4,Jr,6-11,,-0.53017,75.9093,5.4,2009,37,all,,0.24136824,,,,,,,,,,,97.8839,100.335,1.645,108.42,-1.68263,-3.76954,2.08691,-2.82323,18.3548,-4.08362,1.26039,1.2258,2.7097,3.9355,0.2258,0.2258,0.7742,2.5161,,0
"Valdas Sirutis","Boston University",AE,19,8.6,96.9,6.7,62.5,54.38,5.5,9.9,3.5,26.1,4,9,0.444,1,1,1,1,3,0.333,2.1,1.8,225,Jr,6-7,,-0.155215,76.1151,4.9,2009,38,all,,0.66687776,,,,,,,,,,,101.911,103.608,0.431446,17.0818,-1.58973,-1.96461,0.374881,-3.14793,5.6316,-3.58938,0.441445,0.2632,0.4737,0.7368,0.1053,0.1579,0.1053,0.4737,,1.7475
"Corey Lowe","Boston University",AE,29,84.8,103.6,27.5,53.5,54.68,2.1,10.9,28.7,20.8,65,106,0.613,89,177,0.503,85,228,0.373,0.4,2.1,26.2,Jr,6-2,,3.31153,111.501,2.5,2009,39,all,55.6,1.23711429,,,,,,,,,,,101.758,104.263,2.67557,170.404,1.22326,2.91962,-1.69636,2.03561,36.5517,3.1385,-1.1029,0.6552,3.3793,4.0345,4.1379,1.2414,0.1379,17.1724,,13.4689
"Grant Leiendecker",Butler,Horz,25,12.4,84.5,19.5,38.5,38.96,0,5.4,14.3,14.8,2,4,0.5,2,6,0.333,12,46,0.261,1.5,0.4,7.7,Jr,6-5,,0.0238333,85.3819,4.2,2009,41,all,,1.42857144,,,,,,,,,,,100.958,100.239,0.556359,19.6055,-5.00616,-2.01102,-2.99515,-5.7064,6.1600,-3.78741,-1.919,0.0000,0.2800,0.2800,0.4000,0.0400,0.0800,1.6800,,18.9853
"Patrick Bouli",Manhattan,MAAC,21,36.7,75.4,10.2,40.4,44.05,0.7,11.9,13.4,38,8,10,0.8,6,12,0.5,10,40,0.25,0.3,2.3,19.2,Jr,6-2,,-1.48571,63.8321,2.9,2009,43,all,,1.03446771,,,,,,,,,,,98.1032,101.742,1.78311,75.3066,-2.50493,-3.7379,1.23297,-3.0183,20.9524,-4.73257,1.71427,0.1429,2.0952,2.2381,1.4286,0.8095,0.0476,2.3810,,5.36494
"Antoine Pearson",Manhattan,MAAC,30,59.3,90.3,20.8,47.4,49.83,0.9,7.7,22.1,25.1,60,109,0.55,44,110,0.4,26,65,0.4,1.1,3.1,62.3,Jr,6-2,,0.568094,91.1748,4,2009,45,all,,1.11109534,,,,,,,,,,,97.3474,100.64,2.10756,125.822,-1.56224,-1.62489,0.0626548,-1.36315,23.7000,-2.16275,0.799601,0.2000,1.5333,1.7333,2.3333,1.2333,0.2333,7.5333,,5.39547
"Jamel Ferguson",Manhattan,MAAC,21,21.8,86.4,19.1,39.4,39.88,5,11.4,17.9,16.6,12,30,0.4,19,46,0.413,6,25,0.24,3.1,2.3,42.3,Jr,6-4,,0.0726923,85.9525,4.9,2009,46,all,,1.49992499,,,,,,,,,,,96.5705,98.736,1.18733,47.7475,-1.00077,-2.06257,1.0618,0.157839,12.4286,-1.45707,1.61491,0.5714,1.1905,1.7619,1.0000,0.4762,0.3333,3.2381,,5.64488
"Chris Harris",Navy,Pat,30,85,104.9,21.7,47.6,53.29,1.6,6.3,12,12.9,106,125,0.848,51,144,0.354,85,231,0.368,0.1,2.3,33.3,Jr,6-2,,2.42399,104.823,2.9,2009,47,all,,1.09617493,,,,,,,,,,,98.2785,104.202,2.60197,178.942,0.233737,1.7307,-1.49696,1.19667,34.8333,1.35246,-0.155789,0.5000,2.0333,2.5333,1.9000,1.4000,0.0333,15.4333,,12.503
"T.J. Topercer",Navy,Pat,16,7.2,91.5,14.3,30.8,46.31,11,4.8,6.1,26.6,8,9,0.889,1,9,0.111,2,4,0.5,0,1.3,69.2,Jr,6-7,,-0.0737543,80.3861,9.9,2009,49,all,14.2,0.50000000,,,,,,,,,,,100.073,106.213,0.381131,13.9378,-5.14468,-3.40369,-1.74099,-7.4136,5.5625,-6.72079,-0.692803,0.5625,0.2500,0.8125,0.1875,0.1250,0.0000,1.0000,,2.55593
"Brandon Adams",Manhattan,MAAC,29,33.9,101.9,15,49.2,56.44,10.9,13.2,4.2,24.2,37,52,0.712,31,63,0.492,0,0,0,5.1,2.2,82.5,Jr,6-6,,0.489112,94.3104,6.1,2009,51,all,,0.32003248,,,,,,,,,,,94.8709,97.9557,1.37875,79.7776,1.00281,-1.85066,2.85347,-1.37698,14.0345,-2.62448,1.2475,1.4138,1.5517,2.9655,0.2759,0.5172,0.6207,3.4138,,0
"Darryl Crawford",Manhattan,MAAC,30,69.5,109.7,26.8,46.5,53.34,5.2,13.1,20.3,13.2,137,185,0.741,106,243,0.436,28,75,0.373,1.5,3.1,58.2,Jr,6-4,,3.3613,119.111,3.5,2009,52,all,,1.29999393,,,,,,,,,,,95.2245,98.4449,2.68388,161.207,4.80013,3.6596,1.14054,6.77206,27.8000,4.77218,1.99988,1.3333,3.0667,4.4000,2.1667,1.4333,0.3667,14.4333,,5.31187
"Carlin Hughes","Saint Mary's",WCC,32,59.8,113.2,18.7,52.7,55.77,1,8.2,25.6,21.2,35,41,0.854,42,65,0.646,49,154,0.318,0,2.3,18.7,Sr,6-2,,2.45299,112.938,2.8,2009,54,all,,1.98029868,,,,,,,,,,,101.37,99.8865,2.25704,122.345,3.05856,3.61165,-0.553095,2.55311,24.6562,1.73975,0.813364,0.2188,1.8125,2.0312,3.1562,0.9375,0.0000,8.3125,,11.9289
"Jabari Deshields","Alabama A&M",SWAC,11,6.5,56.1,25,26.7,37.97,3.2,14.1,12.9,42.3,7,10,0.7,4,14,0.286,0,1,0,1.5,6.2,66.7,So,5-10,,-0.540305,57.0799,4.4,2009,55,all,,0.33330278,,,,,,,,,,,89.6506,95.3523,0.614385,17.3097,-10.174,-12.4237,2.24977,-8.83929,5.7273,-9.97373,1.13444,0.1818,0.7273,0.9091,0.3636,0.6364,0.0909,1.3636,,0.88276
"Charles Jenkins",Hofstra,CAA,31,86.2,104.3,30.8,43.1,50.76,2.7,11.9,32.6,18.5,183,223,0.821,166,396,0.419,30,94,0.319,1.4,2.4,45.5,So,6-3,,4.02167,117.884,3.1,2009,57,all,,1.27619495,,,,,,,,,,44,97.5891,98.6127,3.30834,199.39,3.42258,2.77553,0.647047,4.6149,35.0323,3.4484,1.1665,0.9032,3.8387,4.7419,4.3226,1.4194,0.4516,19.5161,,5.09412
"Pierre Curtis","James Madison",CAA,35,74.8,114.2,17.6,54.8,62.82,5.7,10.8,17.4,23.2,113,137,0.825,79,151,0.523,19,45,0.422,0.4,2.6,69.9,Jr,6-3,,2.68828,109.433,2.4,2009,60,all,24.8,1.27396074,,,,,,,,,,,101.745,103.226,2.46127,192.881,3.79107,2.72262,1.06845,2.33943,31.1143,1.443,0.896438,1.4000,2.9143,4.3143,2.6571,1.3714,0.1143,9.3714,,2.52456
"Greg Washington",Hofstra,CAA,30,48.7,103.4,15,50.7,52.64,9.7,19.7,4.1,19.2,25,39,0.641,72,142,0.507,0,0,0,11.9,1.9,27.5,So,6-10,,0.783054,95.3847,5.2,2009,61,all,,0.36669999,,,,,,,,,,,89.5785,90.605,2.51176,151.286,4.70163,-2.2083,6.90993,2.79708,20.4667,-1.05363,3.85072,1.9000,3.7333,5.6333,0.3667,0.6667,2.2667,5.6333,,0
"Matt Parker","James Madison",CAA,20,9.6,101.4,16.8,47.4,50.18,3.7,12.4,7.4,15.7,5,6,0.833,3,11,0.273,10,27,0.37,0.8,0.4,15.8,Jr,6-8,,0.28569,96.3353,6.6,2009,62,all,29.0,0.83333330,,,,,,,,,,,105.108,105.577,0.489787,21.1052,-3.40268,-0.630337,-2.77235,-2.52189,6.9500,-1.60674,-0.91515,0.2000,0.7500,0.9500,0.2500,0.0500,0.0500,2.0500,,11.8023
"Shane Laurie","Missouri St.",MVC,12,20.5,91.2,12.4,37,37.89,3.2,8.6,12.8,12,2,3,0.667,2,13,0.154,12,41,0.293,0,1.5,5.6,Sr,6-2,,-0.0778304,83.1936,3.9,2009,63,all,,2.50000000,,,,,,,,,,,104.387,101.919,1.76564,37.0412,-1.30092,-0.705981,-0.594942,-2.9469,21.3333,-2.7911,-0.155795,0.5833,1.4167,2.0000,1.2500,0.5000,0.0000,3.5000,,10.1806
"Alonzo Gee",Alabama,SEC,30,80.2,103.3,24.7,47.8,50.64,9.9,13.3,8.3,16.3,94,150,0.627,140,307,0.456,27,71,0.38,2.1,1.5,39.7,Sr,6-6,,3.09114,112.019,2.4,2009,67,all,94.0,0.55073915,,,,,,,,,,,101.128,97.5621,3.19722,179.248,2.57104,2.30823,0.262804,3.04453,32.5000,3.35244,-0.307914,2.9333,4.3000,7.2333,1.2667,0.8667,0.6667,15.1667,,4.13183
"Brandon Hollinger",Alabama,SEC,24,20.3,74.6,16.1,32.3,35.6,1.3,4.5,11.3,25.7,8,11,0.727,9,16,0.563,8,49,0.163,0,1.6,16.9,Sr,5-11,,-0.457691,71.384,1.9,2009,69,all,66.2,0.88893334,,,,,,,,,,,106.722,104.201,0.783923,34.3119,-4.34873,-2.43856,-1.91017,-6.01762,10.2917,-4.44959,-1.56802,0.1250,0.4583,0.5833,0.6667,0.2917,0.0000,2.0833,,11.2657
"Tyrese Rice","Boston College",ACC,33,80.3,109.9,27.9,49.1,57.13,2.9,10,32.1,24,172,201,0.856,101,216,0.468,61,176,0.347,0.6,2.5,51.3,Sr,6-1,,4.70861,125.284,3.4,2009,71,all,53.0,1.40798336,,,,,,,,,,,104.218,99.0347,3.12617,186.791,4.58844,5.02528,-0.43684,4.76339,33.3333,4.51752,0.245871,0.8485,3.0000,3.8485,5.3333,1.4242,0.2121,16.8788,,9.4434
"Evan Neisler",Drexel,CAA,28,60,90.2,22.7,39.2,46.24,11.7,19.9,5.1,23.3,70,97,0.722,76,193,0.394,0,1,0,3.3,0.7,50,Jr,6-8,,0.838724,93.9923,4.1,2009,72,all,,0.24561575,,,,,,,,,,,95.1979,95.4181,2.66043,129.205,-2.99383,-4.36225,1.36842,-1.73558,24.9643,-2.04691,0.31133,2.6786,4.3214,7.0000,0.5000,0.2857,0.7857,7.9286,,0.09288
"Mike Wilson","Chicago St.",ind,30,64.5,96,18.4,44.1,46.15,3.7,11.2,19.9,22.9,37,63,0.587,38,93,0.409,42,136,0.309,0.3,2.1,27.5,Sr,6-1,,0.567656,90.6086,2.9,2009,74,all,,1.53966672,,,,,,,,,,,107.949,112.98,1.1952,132.547,-4.15783,-0.564501,-3.59333,-4.42031,26.3333,-1.31269,-3.10763,0.9333,2.6000,3.5333,3.2333,1.0667,0.0667,7.9667,,8.99027
"Moussa Camara",Binghamton,AE,23,25,101.2,13,52.6,56.58,3,5.4,3,21.6,17,23,0.739,8,17,0.471,15,41,0.366,0.3,1.5,39.7,So,6-5,,0.238001,89.3728,3.7,2009,79,all,,0.33333334,,,,,,,,,,,105.061,108.048,0.849247,43.0736,-2.87821,-0.949374,-1.92883,-2.75575,13.6522,-1.53662,-1.21913,0.3478,0.6522,1.0000,0.2174,0.3478,0.0435,3.3913,,7.70678
"Otis Polk","Bowling Green",MAC,31,55.5,102.2,18.3,49.6,53.87,15.1,13.2,5.5,22.4,51,77,0.662,68,137,0.496,0,0,0,6.4,1.3,56.2,Jr,6-9,,1.26602,100.714,6.4,2009,82,all,,0.39997247,,,,,,,,,,,96.1901,98.5371,2.13453,124.692,1.84779,-0.656194,2.50399,-1.48955,22.4516,-2.18992,0.700365,2.8710,2.6129,5.4839,0.5806,0.4516,1.2581,6.0323,,0
"Chris Knight","Bowling Green",MAC,23,30.3,94.9,25.6,44.4,48.33,12.1,19.5,12.4,20.2,30,44,0.682,53,121,0.438,2,5,0.4,2.1,1.8,34.9,So,6-7,,0.986374,101.472,4.6,2009,83,all,,0.64519958,,,,,,,,,,,94.1006,97.2246,1.66501,73.8249,-1.64629,-1.91503,0.26874,-1.72021,16.5217,-0.959303,-0.760908,1.6957,2.8261,4.5217,0.8696,0.4783,0.3043,6.1739,,0.83345
"Marc Larson","Bowling Green",MAC,16,26.8,95.4,11.7,36.4,47.03,5.6,9.1,6.3,21,21,26,0.808,16,44,0.364,0,0,0,4.7,0.8,59.1,Jr,6-9,,0.000471581,84.2735,5.4,2009,84,all,,0.84615385,,,,,,,,,,,100.305,101.931,1.75965,50.1905,-0.990274,-2.8459,1.85562,-3.22559,21.0000,-3.98006,0.754475,1.0000,1.6875,2.6875,0.6875,0.2500,0.8750,3.3125,,0
"Landon Milbourne",Maryland,ACC,35,71.7,109.4,19.6,50.2,54.53,9.9,9.6,4.2,14.9,75,90,0.833,152,304,0.5,7,20,0.35,3.6,2.2,27.8,Jr,6-7,,2.95312,113.957,3.4,2009,86,all,79.0,0.41177682,,,,,,,,,,,100.553,94.4364,3.16602,182.427,4.38197,2.31014,2.07183,3.30012,28.9714,2.17425,1.12586,2.6857,2.5143,5.2000,0.6000,1.0857,1.0000,11.4286,,1.14967
"Eric Hayes",Maryland,ACC,35,72.6,110.4,18,52.3,56.39,1.2,9.3,20.4,19.2,62,72,0.861,68,141,0.482,54,144,0.375,0.5,2.2,25.3,Jr,6-4,,2.82119,112.272,1.8,2009,87,all,83.4,1.83602044,,,,,,,,,,,102.09,95.8804,3.06115,172.447,4.02536,3.51174,0.513619,4.37279,29.3429,2.85874,1.51405,0.3429,2.4857,2.8286,3.2000,1.1143,0.1429,10.2857,,8.175
"Jerome Burney",Maryland,ACC,9,4.8,68.6,13.9,26.7,23.67,11,16.2,4.9,12.3,0,4,0,4,14,0.286,0,1,0,9.2,0,26.7,So,6-9,,-0.501499,64.6074,3.5,2009,88,all,43.0,1.00000000,,,,,,,,,,,99.5821,93.1377,0.845099,12.7488,-1.40166,-4.71636,3.3147,-2.77837,7.5556,-3.43293,0.654556,0.7778,1.1111,1.8889,0.2222,0.0000,0.6667,0.8889,,0.858659
"Levi Knutson",Colorado,B12,29,38.4,91.3,17.3,45.8,49.13,2.1,11.2,15,20.2,16,19,0.842,33,61,0.541,11,47,0.234,0,1.5,17.6,So,6-4,,0.335825,90.3676,2.8,2009,92,all,36.4,1.19228195,,,,,,,,,,,106.647,102.398,1.31393,70.7817,-2.43227,-1.44126,-0.991008,-1.87743,16.0690,-1.41289,-0.464544,0.2414,1.4138,1.6552,1.0690,0.3793,0.0000,3.9655,,6.28756
"Jeremy Wise","Southern Miss",CUSA,29,89.5,104.6,27.7,47,55.85,1.1,10.9,28.8,20.1,170,209,0.813,124,239,0.519,22,95,0.232,0.9,2.3,62.6,Jr,6-2,,4.19513,118.025,3.1,2009,99,all,55.2,1.42552597,,,,,,,,,,,105.387,102.142,2.99805,178.318,3.16488,3.56007,-0.395196,3.93006,36.2759,3.50939,0.420674,0.3448,3.1379,3.4828,4.6207,1.3103,0.2759,16.6897,,5.63586
"Frank Hassell","Old Dominion",CAA,35,46.6,112.8,21.2,52.4,54.54,14.2,18.9,8.6,14,46,72,0.639,108,206,0.524,0,0,0,6,2,35,So,6-9,,1.90604,113.708,4.5,2009,100,all,,0.83877162,,,,,,,,,,,91.3701,92.5872,2.18045,135.203,4.4777,1.5495,2.9282,3.25594,18.8571,1.98844,1.2675,2.3429,2.9714,5.3143,0.7429,0.6000,0.9429,7.4857,,0
"Josh Akognon","Cal St. Fullerton",BW,31,89.4,107.9,30.6,50.5,54.91,1.8,8.5,10.8,13.9,129,145,0.89,110,249,0.442,130,355,0.366,0.1,1.7,24,Sr,5-11,,4.58534,121.203,2.2,2009,102,all,20.4,0.60974596,,,,,,,,,,,109.875,109.491,2.08261,169.646,-0.955189,3.6778,-4.63299,2.62491,36.0645,5.65578,-3.03087,0.5806,2.6774,3.2581,1.6129,1.0323,0.0323,23.8387,,18.4363
"Kyle Bjornstad","Oregon St.",P10,8,0.8,0,6.1,0,0,0,12.1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Sr,5-9,,-0.423077,-4.4052,3.6,2009,106,all,,0.00000000,,,,,,,,,,,111.495,101.087,0.120139,1.27064,-10.6056,-9.08961,-1.51602,-15.4949,1.3750,-11.0503,-4.44461,0.0000,0.1250,0.1250,0.0000,0.0000,0.0000,0.0000,,0
"Randy Spaid","St. Francis PA",NEC,18,10.2,94,14.4,50,51.54,11,13.7,1.9,21.7,6,11,0.545,10,20,0.5,0,0,0,3,1,55,Jr,6-8,,-0.0233355,83.2497,5,2009,108,all,,0.16681668,,,,,,,,,,,109.23,113.943,0.282729,18.9265,-7.61322,-4.34849,-3.26473,-5.8071,6.6111,-3.03418,-2.77291,0.5556,0.7222,1.2778,0.0556,0.1111,0.1667,1.4444,,0
"James Doran",Pacific,BW,33,38.1,118.5,19.1,57.6,58.05,1.6,10.3,15,10.2,13,21,0.619,33,60,0.55,41,104,0.394,0,1.6,12.8,Sr,6-3,,1.66288,115.739,2.3,2009,112,all,,2.20022007,,,,,,,,,,,105.081,104.74,1.1374,72.8064,1.76693,3.96372,-2.19679,3.79032,15.5152,4.15336,-0.363049,0.1818,1.2424,1.4242,1.0000,0.3636,0.0000,6.1212,,13.4195
"Carlton Fay","Southern Illinois",MVC,30,64.7,104.7,21,47.9,53.47,6.2,14.7,7.7,14.6,73,91,0.802,74,149,0.497,28,93,0.301,1.4,1,37.6,So,6-8,,2.14695,108.17,4.4,2009,114,all,37.4,0.61538465,,,,,,,,,,,103.554,100.252,2.33659,125.707,1.30615,1.40609,-0.0999413,1.23781,26.1000,1.38976,-0.151953,1.3333,3.0333,4.3667,0.8000,0.4333,0.3000,10.1667,,7.32226
"Leon Young","Loyola Chicago",Horz,20,32.3,110.2,20.9,47.5,55.56,15.5,12.7,6.1,17.6,50,64,0.781,48,101,0.475,0,0,0,1.1,0.8,63.4,Sr,6-6,,1.90603,111.731,3.5,2009,115,all,,0.45833333,,,,,,,,,,,106.168,107.198,1.32335,58.8798,-1.65095,0.936475,-2.58742,-1.28241,20.0000,1.47705,-2.75946,2.8500,2.1000,4.9500,0.5500,0.2500,0.2000,7.3000,,0
"Kyle Taber",Indiana,B10,30,62.1,104.2,11.3,51.4,53.31,9.2,18.6,9.6,21.6,16,23,0.696,54,106,0.509,2,5,0.4,1.4,2.4,20.7,Sr,6-7,,1.0423,96.3643,3.4,2009,116,all,,1.06669998,,,,,,,,,,,104.165,97.5456,2.47462,141.531,4.13761,1.1824,2.95521,2.88575,24.9333,0.850946,2.0348,1.8000,3.5333,5.3333,1.0667,0.9667,0.3000,4.3333,,0.407045
